,sku_id,variant_code,image_url,description,item_category,class_code,department_code,color,season,quantity,price,url
424,18454984,JGSS00039APPLEGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546699595_1.jpg?v=1676279609,Junior Girl's Green Cotton Printed T-Shirt,Girl's T-Shirts,"10/02/23, 100% Cotton, 281 options, 64, Casualwear, Core, Cotton, Crew Neck, Full Sleeve, Girl's T-Shirts, Green, Jr Girls Sweat Tees, Junior Girl's, Knit, LOT10, Machine Wash, Nexon Omniverse limited, Printed, Regular Fit, Round, SK, SS23, Style Union, T",JR GIRLS T-SHIRTS,Green,kg,536.0,399.0,junior-girls-green-cotton-printed-t-shirt-jgss00039applegreen
425,18649405,JBGT00020BLUEATOLL,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/1_8f255e34-5a84-44a7-ada6-64e1bae4d26b.jpg?v=1693544461,,Boy's T-Shirts,"03/04/23, Blue, Boy's T-Shirts, Casualwear, Cotton, Crew Neck, Fashion, Half Sleeve, Jr Boys Graphic Tees, Junior Boy's, Kids Graphic tees, Knit, Machine Wash, Printed, Regular Fit, Round, SK, SS23, SS23_LOT_2_249, Style Union, T-Shirt, Topwear",,Blue Atoll,kg,2081.0,43.0,boys-regular-fit-printed-t-shirt-jbgt00020
426,18121179,MCT00022SHADEDSPRUCE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546688711_4.jpg?v=1672305756,Men's Deep Teal Cotton Solid T-Shirt,MENS WEAR,MENS T-SHIRTS,MENS T-SHIRT,SHADED SPRUCE,SS23,1226.0,215.66666666666666,STYLE UNION
427,17966669,M20BROWN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546415218_3.jpg?v=1693496873,,Men's Belt,"26/05/22, 35"", Belts, Brown, Core, Lot 6, M20, MEN, Men's, Mens Formal Belts, Mens Other Accessories, MS, Non Wash, Style Union",,Brown,kg,466.0,133.0,genuine-leather-brown-belts-m20
428,17624495,TBKA501BMAROON,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TBKA501BMAROON_1.jpg?v=1663738417,Tween Boy's Maroon Cotton Solid T-Shirt,KIDS WEAR,TWEENS BOYS WEAR,TW BOYS T-SHIRTS,MAROON,AW22,197.0,599.0,STYLE UNION
429,17623004,ST02OFFWHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/ST02OFFWHITE_1.jpg?v=1667893475,,LADIES WEAR,LADIES ETHNICWEAR,LADIES ETHNIC ACC,OFF WHITE,AW22,485.0,279.0,womens-off-white-chanderi-solid-dupatta-st02offwhite
430,18674563,EP00067PISTA,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/EP00067PISTA_4_653cfc69-e08a-46fe-ac25-4c4bb163ba7c.jpg?v=1685616443,Women's Lime Green Viscose Printed Palazzo,LADIES WEAR,LADIES ETHNICWEAR,LADIES ETHNIC LEGWEAR,PISTA,SS23,1060.0,509.0,STYLE UNION
431,17915583,JGTS00063PEACH,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JGTS00063PEACH_1.jpg?v=1670303199,,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS T-SHIRTS,Peach,,331.0,168.39707149009473,junior-girls-peach-cotton-printed-t-shirt-jgts00063peach
432,18112354,MCPPKT24X7HMANGO,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546601130_4.jpg?v=1663051218,Men's Musturd Cotton Poly Blend Solid T-Shirt,Men's T-Shirt,"12/09/22, 92 Cm, AW22, Casualwear, Core, Cotton Poly Blend, Half Sleeve, Knit, Machine Wash, MEN, Men's, Men's T-Shirt, Mens Classic Rn Tees, Mens Wear, MS, Musturd, Regular Fit, Round Neck, Solid, Style Union, T-Shirt, Topwear, Vacay Ready Styles, XS, Ye",,Yellow,kg,2141.0,210.11111111111111,mens-musturd-cotton-poly-blend-solid-t-shirt-mcppkt24x7hmango-musturd
433,21804682,CH-4MMUSTARD,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546562790_4.jpg?v=1693427213,,MENS WEAR,MENS SHIRTS,MENS CASUAL SHIRTS,Mustard,AW22,1498.0,315.01687537509065,slim-fit-checkered-shirt-ch-4m
434,18833792,LS00080DARKGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/LS00080DARKGREEN_1.jpg?v=1693569047,,Women's Ethinic Sets,"Embroidered, Ethinic Sets, Ethnic Wear, Hand Wash, Ladies Sets, Polyester, SS23, Topwear Bottomwear set, Women's, Woven",,Dark Green,kg,375.0,773.5555555555555,regular-fit-embroidered-ethnic-set-ls00080
435,17012678,JGFT 8006APEACH,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546482692_1.jpg?v=1658818025,,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS T-SHIRTS,Peach,SS22,66.0,226.35294117647058,style-union-peach-cotton-blend-floral-t-shirt-jgft8006apeach-peach
436,18834459,TBSH00044INDIGO,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TBSH00044INDIGO_1.jpg?v=1693570045,,Tween Boy's Shirt,"Casual Wear, Cotton, June2023, Machine Wash, Relaxed Fit, Shirt, Slim Fit, Solid, SS23, Topwear, Tw Boys Shirts, Tween Boy's, Woven",,Indigo,kg,690.0,233.0,boys-relaxed-fit-solid-shirt-tbsh00044
437,17002380,TOP308TSAGEGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546469624_1.jpg?v=1658817644,,KIDS WEAR,TWEENS GIRLS WEAR,TW GIRLS BLOUSES,Green,180.00,573.0,399.0,style-union-girls-sage-green-rayon-printed-top-top308tsagegreen-sage-green
438,19539570,MFSH00086BLACK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MFSH00086BLACK_1.jpg?v=1688648653,Men's Black Cotton Solid Shirt,MENS WEAR,MENS SHIRTS,MENS FORMAL SHIRTS,BLACK,AW23,204.0,706.233200694683,mens-black-cotton-solid-shirt-mfsh00086black
439,18725226,MFFT00027BRICK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MFFT00027BRICK_1_ec0328d3-f51f-4884-9e56-a63d735d8762.jpg?v=1683920117,Men's Orange Cotton Solid T-Shirt,Men's T-Shirt,"Casual Wear, Cotton, Full Sleeve, Henley Neck, Knit, Machine Wash, Men's, Mens Fs Fashion Tees, Regular Fit, Solid, T-Shirt, Topwear",MENS T-SHIRT,Orange,kg,1489.0,515.6666666666666,mens-orange-cotton-solid-t-shirt-mfft00027brick
440,17949423,SU5730BPINK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546504530_5.jpg?v=1658817658,Women's Pink Viscose Blend Striped Tunic,Women's Dress,"30/06/22, Back To Work, Ethnic, Ethnicity Limited, Fusion Topwear, Holiday Shop, Lot 8, MS, Pink, Round Neck, Short Dress, Sleeveless, SS22, Striped, Style Union, Topwear, Tunic, Vacay Ready, Vacay Ready Styles, Women, Women's, Woven, WW Kurta & Dresses",,Pink,kg,6.0,699.0,style-union-womens-pink-viscose-blend-striped-tunic-su5730bpink-pink
441,18193363,JBSW00047SALMON,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JBSW00047SALMON_1.jpg?v=1673605595,Junior Boy's Peach Cotton Printed Sweat Tees,Boy's Sweat Tees,"13/01/23, AD, Boy's Sweat Tees, Cotton, Crew Neck, Full Sleeve, Junior Boy's, Knit, Lot 9, Peach, Printed, SS23, Style Union",JR BOYS T-SHIRTS,Peach,kg,489.0,399.0,junior-boys-peach-cotton-printed-sweat-tees-jbsw00047salmon
442,19537096,JGCTS00007VIRTUALPINK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JGCTS00007VIRTUALPINK_1.jpg?v=1687525925,Junior Girl's Pink Cotton Solid T-Shirt,Junior Girl's T-Shirt,"Casual Wear, Cotton, Half Sleeve, Jr Girls Core T Shirts, Junior Girl's, Knit, Machine Wash, Regular Fit, Solid, SS23, T-Shirt, Topwear",JR GIRLS T-SHIRTS,Pink,kg,1176.0,99.0,junior-girls-pink-cotton-solid-t-shirt-jgcts00007virtualpink
443,17980845,JBCTS00001NEONGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JBCTS00001NEONGREEN_1.jpg?v=1670236794,Junior Boy's Neon Green Cotton Solid T-Shirt,Boy's T-Shirts,"05/12/22, AD, AW22_Lot 6, Boy's T-Shirts, Cotton, Crew Neck, Half Sleeve, Junior Boy's, Knit, Neon Green, Solid, SS23, Style Union",JR BOYS T-SHIRTS,Green,kg,4025.0,99.0,junior-boys-neon-green-cotton-solid-t-shirt-jbcts00001neongreen
444,18019895,TGTS00038OFFWHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TGTS00038OFFWHITE_1.jpg?v=1693429427,,Girl's T-Shirts,"05/12/22, AD, AW22_Lot 6, Cotton, Crew Neck, Girl's T-Shirts, Half Sleeve, Knit, Off White, Solid, SS23, Style Union, Tween Girl's",,Off White,kg,721.0,87.25,girls-regular-fit-solid-t-shirt-tgts00038
445,17626723,JBCTP21BECRUMELANGE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JBCTP21BECRUMELANGE_1_62fd9b2a-96ca-473e-96c7-e0eeacd84260.jpg?v=1667889281,Junior Boy's Grey Cotton Polyblend Solid Trackpants,KIDS WEAR,JUNIOR BOYS WEAR,JR BOYS LEGWEAR,ECRU MELANGE,AW22,431.0,499.0,STYLE UNION
446,21877989,NR38BLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546477773_5_551d75c3-a07c-4d45-b4dd-cdb39c0db672.jpg?v=1693382638,,Men's Shirt,"AW22, AW_Lot_1, Blue, Casual Wear, Cotton, Machine Wash, Men's, Mens Fashion Shirts, NR38, Printed, revamp, Shirt, Shirt Collar, Slim Fit, Topwear, Woven, Yes",,Blue,kg,731.0,190.6818181818182,slim-fit-printed-shirt-nr38
447,21777069,6060LT.PINK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546570924_4.jpg?v=1693376296,,LADIES WEAR,LADIES ETHNICWEAR,LADIES ETHNIC TOPWEAR,Lt Pink,AW22,1112.0,235.5982374669179,straight-fit-embroidered-kurta-6060
448,17954867,2081FGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546295582_4.jpg?v=1693467923,,Women's T-Shirts,"149, Casual, Cotton Knit, cotton-t-shirts-for-women, Green, L, Ladies T-Shirts, M, Monsoon Special, plain-t-shirts-for-women, Regular Fit, Round Neck, S, Short Sleeve, Sleepwear tshirt, Solid, WOMEN, Women Tops & T-shirts, Women's, Women's T-Shirts, XL, X",,Green,kg,804.0,101.27036570250935,regular-fit-solid-t-shirt-2081f
449,17965704,6064BGREY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546574526_5.jpg?v=1693396148,,Women's Palazzo,"28/09/22, AD, AW22, Ethnicwear, Grey, Lot 2, Rayon, Solid, Style Union, WOMEN, Women's",,Grey,kg,937.0,136.4440833481911,regular-fit-solid-mid-rise-palazzo-6064b
450,17628641,2330APEACH,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546461291_1.jpg?v=1660719057,,LADIES WEAR,LADIES WESTERNWEAR,LADIES SPORTS LEGWEAR,PEACH,AW22,462.0,534.5139432585056,womens-peach-poly-terry-cotton-solid-trackpants-2330apeach
451,17616918,TGRC24X7LEMON,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TGRC24X7LEMON_1_46288c55-5dc2-4db4-a764-3a009877c243.jpg?v=1667896938,Tween Girl's Yellow Cotton Solid T-Shirts,Girl's T-Shirts,"10/10/22, AD, AW22, Casualwear, Cotton, Girl's, Girl's T-Shirts, Knit, Lot 3, Solid, Style Union, T-Shirt, Yellow",TW GIRLS T-SHIRTS,Yellow,kg,442.0,149.0,tween-girls-lemon-yellow-cotton-solid-t-shirt-tgrc24x7lemon
452,17616219,6007AREDCLAY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546572836_4.jpg?v=1676035332,Women's Red Viscose Embellished Kurta,LADIES WEAR,LADIES ETHNICWEAR,LADIES ETHNIC TOPWEAR,RED CLAY,SS23,880.0,813.0,womens-red-viscose-embellished-kurta-6007aredclay
453,17620772,DNMGJE12-JSTONE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/DNMGJE12-JSTONE_1.jpg?v=1666086527,Girl's Light Blue Cotton Lycra Solid Joggers,Girl's Joggers,"18/10/22, AD, AW22, Bottomwear, Cotton Lycra, denim_jeans, Girl's, Girl's Joggers, Jeans, Light Blue, Style Union, Westernwear, Woven",JR GIRLS LEGWEAR,Blue,kg,634.0,699.0,girls-light-blue-cotton-lycra-solid-joggers-dnmgje12-jstone
454,18187421,JGGT00004SAFFRON,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JGGT00004SAFFRON_1.jpg?v=1693459993,,Girl's T-Shirts,"13/01/23, AD, Cotton, Crew Neck, Girl's T-Shirts, Half Sleeve, Junior Girl's, Kids Graphic tees, Knit, Lot 9, Printed, SS23, Style Union, Yellow",,Saffron,kg,1027.0,42.25,girls-regular-fit-printed-t-shirt-jggt00004
455,17959064,FRFL01PINK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546300057_5.jpg?v=1693491785,,Men's Shirt,"17/06/22, Back To Work, Epp Filafil, Fashion, FRFL01, FRFL01PINK, Full Sleeve, Hand Wash, Holiday Shop, Lot 7, MEN, Men's, Mens Formal Shirts, MS, Pink, Regular, Regular Fit, Shirt, Solid, Spread Collar, SS22, Topwear, Valentine2023, Woven",,Pink,kg,558.0,151.00916088957854,regular-fit-solid-shirt-frfl01
456,21212444,GMT-016-ADBLACK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546342354_5.jpg?v=1693464511,,MENS WEAR,MENS T-SHIRTS,MENS T-SHIRT,Black,SS22,1181.0,217.95609718870742,regular-fit-graphic-t-shirt-gmt-016-ad
457,17967107,EC-20MWHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/EC-20MWHITE_4.jpg?v=1693424760,,Men's Shirt,"07/11/22, AD, AW Lot5, AW22, Checkered, Holiday Shop, Men's, Men's Shirt, Shirt Collar, Topwear, Valentine2023, White, Woven",,White,kg,1038.0,122.22175221256477,slim-fit-checkered-shirt-ec-20m
458,18045240,LSGO00005PINK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546671140_4.jpg?v=1693455735,,Women's Lounge wear,"13/12/22, AD, AW22, Lot 7, Loungewear Gown, Pink, Printed, Round Neck, Short Sleeve, Style Union, Women's, Women's Lounge wear",,Pink,kg,881.0,234.96360094050485,regular-fit-printed-short-gown-lsgo00005
459,17623266,6309BTEAL,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546610606_4.jpg?v=1663059776,Women's Blue Cotton Slub Embroidered Kurta,LADIES WEAR,LADIES ETHNICWEAR,LADIES ETHNIC TOPWEAR,TEAL,AW22,684.0,524.0,STYLE UNION
460,17624109,DNM20BLACK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546497450_7.jpg?v=1660716258,Women's Black Denim Solid Culottes,LADIES WEAR,LADIES WESTERNWEAR,LADIES JEANS,BLACK,AW22,698.0,1219.0,womens-black-denim-solid-culottes-dnm20black
461,18273960,EK00131ORANGE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546726611_4.jpg?v=1676043481,Women's Red Viscose Embellished Kurta,Women's Kurta,"10/02/23, 111.76, 15% Nylon, 281 options, 85% Viscose, Casual, Embellished, Essential Kurta, Ethnicwear, Hand Wash, Holi 2023, Kurta, LOT10, Nexon Omniverse limited, Red, Round Neck, SK, SS23, Straight, Straight Fit, Style Union, Three-Fourth, Topwear, Vi",LADIES ETHNIC TOPWEAR,Red,kg,845.0,709.0,womens-red-viscose-embellished-kurta-ek00131orange
462,19472911,EAL00002GOLDENCREAM,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/EAL00002GOLDENCREAM_1.jpg?v=1691657633,,Women's Legging,"Bottomwear, Casual Wear, Cotton Spandex, EAL00002, Essential Ankle Legging, Golden Cream, Hand Wash, Knit, Legging, Mid Rise, Slim Fit, Solid, SS23, Women's",LADIES ETHNIC LEGWEAR,Golden Cream,kg,879.0,349.0,slim-fit-solid-mid-rise-legging-eal00002goldencream
463,17949444,GMT-234-SKLTOLIVE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546379688_1.jpg?v=1693465291,,Men's T-Shirt,"AD, Cotton, Crew Neck, Graphic, Graphic T-Shirts, Graphics, MEN, Mens, Regular Fit, Short Sleeve, Solid, VA, Vacay Ready, Vacay Ready Styles",,Light Olive,kg,849.0,206.33333333333334,regular-fit-solid-t-shirt-gmt-234-sk
464,17276444,JBFT1001ALAKNEONGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546488991_1.jpg?v=1658817695,Junior Boy's Cream Cotton Blend Printed T Shirt,Boy's T-Shirts,"1 to 6Yrs, 30/06/22, AW22, BOY, Boy's, Cream, Crew Neck, Ethnic, Ethnicity Limited, Jr Boys Fashion T Shirts, Kids, Knit, Lot 8, MS, Print, Printed, Short Sleeve, Style Union, T Shirt, Topwear",JR BOYS T-SHIRTS,Cream,kg,1174.0,186.44430915943968,style-union-boys-cream-cotton-blend-printed-t-shirt-jbft1001alakneongreen-cream
465,18632238,TGTO00327MELON,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TGTO00327MELON_1_cd31e261-2f2f-4936-833d-69eae1491c8e.jpg?v=1683922349,Tween Girl's Orange Poly Cotton Checkered Dress,KIDS WEAR,TWEENS GIRLS WEAR,TW GIRLS BLOUSES,MELON,SS23,649.0,599.0,tween-girls-orange-poly-cotton-checkered-dress-tgto00327melon
466,17947406,TGEGST04CORAL,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TGEGST04CORAL_3.jpg?v=1693398951,,Girl's Sweat Tees,"10/10/22, AD, AW22, Casualwear, Cotton, Girl's, Girl's Sweat Tees, Girl's T-Shirts, Knit, Lot 3, Pink, Printed, Style Union, T-Shirt, Winter Collection",,Coral,kg,714.0,124.75,girls-regular-fit-printed-t-shirt-tgegst04
467,21232530,JGFT553BEIGE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546363175_1.jpg?v=1693484255,,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS T-SHIRTS,Beige,SS22,711.0,174.5,girls-regular-fit-solid-t-shirt-jgft553
468,18106854,TGD00033INDIGO,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TGD00033INDIGO_2.jpg?v=1672316504,,KIDS WEAR,TWEENS GIRLS WEAR,TW GIRLS DRESSES,INDIGO,SS23,578.0,599.0,tween-girls-blue-cotton-solid-dress-tgd00033indigo
469,18111793,STO-3MLGREEN,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546562400_4.jpg?v=1664359239,Men's Light Green Cotton Blend Striped Shirts,Men's Shirt,"28/09/22, AD, AW22, Cotton Blend, Half Sleeve, Holiday Shop, Light Green, Lot 2, MEN, Mens, Mens Wear, Shirt Collar, Striped, Style Union, Vacay Ready Styles, Westernwear",,Green,kg,1999.0,832.3333333333334,mens-light-green-cotton-blend-striped-shirts-sto-3mlgreen
470,18571628,FT00118WHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/FT00118WHITE_1_3d1a8783-2ac2-412b-9277-363ca1ffaaff.jpg?v=1693545045,Women's White Rayon Floral Dress,LADIES WEAR,LADIES ETHNICWEAR,LADIES ETHNIC TOPWEAR,White,SS23,1144.0,283.15,flare-fit-floral-dress-ft00118
471,16546580,TGT 212EXUBARACE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546436381_1.jpg?v=1658817965,,KIDS WEAR,TWEENS BOYS WEAR,TW BOYS T-SHIRTS,EXUBARACE,SS22,670.0,299.0,style-union-orange-cotton-graphic-t-shirt-tgt212exubarace-orange
472,17960441,KTPJ09NAVY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546360860_5.jpg?v=1693492658,,Women's Lounge wear,"17/06/22, Bottomwear, Core, Knits, KTPJ09, KTPJ09NAVY, Ladies Core Pyjama, Lot 7, Loungewear Pyjama, Machine Wash, MS, Navy, Print, Printed, Pyjama, Regular, Regular Fit, SS22, WOMEN, Women's",,Navy,kg,1369.0,267.11764705882354,regular-fit-printed-mid-rise-pyjama-ktpj09
473,18369411,JGGT00002CERAMIC,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/JGGT00002CERAMIC_1.jpg?v=1693544672,,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS T-SHIRTS,Ceramic,SS23,942.0,56.333333333333336,girls-regular-fit-printed-t-shirt-jggt00002
474,18705681,MFSHI00152WHITE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MFSHI00152WHITE_4.jpg?v=1678958794,,MENS WEAR,MENS SHIRTS,MENS CASUAL SHIRTS,WHITE,SS23,747.0,832.3333333333334,mens-white-cotton-solid-shirts-mfshi00152white
475,18766595,MPS00038PINK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MPS00038PINK_1_bd4a6e1a-b98c-4044-8e4e-9a246d018bac.jpg?v=1683921186,,MENS WEAR,MENS SHIRTS,MENS CASUAL SHIRTS,Pink,,409.0,639.0,mens-pink-viscose-printed-shirt-mps00038pink
476,18648616,LT00029SAGE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546749238_4.jpg?v=1680521448,Women's Sage Green Cotton Blend Woven Trouser,Women's Trousers,"03/04/23, 2% Elastane), 8, BETTY - STREET LOOK, Betty collection, Bottomwear, Cotton Blend (98% Cotton, Green, High Rise, Ladies Trouser, Machine Wash, Nft, Regular Fit, SK, Solid, SS23, SS23_LOT_2_249, Straight, Style Union, Trouser, Westernwear, Women's",,Green,kg,1054.0,1510.111111111111,womens-sage-green-cotton-blend-woven-trouser-lt00029sage
477,16354229,00A1LIGHT BLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546424432_1.jpg?v=1693478793,Men's Light Blue Cap,MENS WEAR,MENS ACC,MENS OTHER ACCESSORIES,,CORE,532.0,199.5,solid-light-blue-cap-00a1
478,19522906,MSS00021DUSK,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MSS00021DUSK_1_515a7580-e247-4b1a-aca0-6daf694c901f.jpg?v=1683921462,Men's Lavender Poly Cotton Solid Sweat Tees,Men's Sweat Tees,"19% Polyester, 5% Spandex), Crew Neck, Full Sleeve, Knit, Machine Wash, Men's, Mens Sweat Tees, MODERN PREP VARSITY, Polyester Cotton (76% Cotton, Regular Fit, Solid, Sweat Tees, TIE & DYE-men, Topwear, Winter Wear",MENS T-SHIRT,Lavender,kg,533.0,732.3333333333334,mens-lavender-poly-cotton-solid-sweat-tees-mss00021dusk
479,18045492,MFSHI00131KHAKI,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546668195_4.jpg?v=1693456148,,Men's Shirt,"13/12/22, AD, AW22, Beige, Full Sleeve, Lot 7, Men's, Men's Shirt, Shirt Collar, Solid, SS23, Style Union, Vacay Ready Styles",,Khaki,kg,1838.0,337.1666666666667,slim-fit-solid-shirt-mfshi00131
480,17623550,TOP2235TCIRCLES,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TOP2235TCIRCLES_1.jpg?v=1665396725,,KIDS WEAR,TWEENS GIRLS WEAR,TW GIRLS BLOUSES,Pink,188.00,955.0,299.0,girls-pink-viscose-printed-top-top2235tcircles
481,17622615,BTM2240TGREENASTIX,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/BTM2240TGREENASTIX_2.jpg?v=1666085723,Girl's Turquoise Viscose Printed Pant,Girl's Pant,"18/10/22, AD, AW22, Bottomwear, Girl's, Girl's Pant, Style Union, Turquise, Viscose, Westernwear, Woven",TW GIRLS LEGWEAR,Green,kg,502.0,399.0,girls-turquise-viscose-printed-pant-btm2240tgreenastix
482,19012866,LETE00108DUSTYBLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/LETE00108DUSTYBLUE_1.jpg?v=1686549705,Women's Dusty Blue Cotton Solid T-Shirt,LADIES WEAR,LADIES WESTERNWEAR,LADIES T-SHIRTS,DUSTY BLUE,SS23,1645.0,203.35944700460828,STYLE UNION
483,17626232,JGGG46AFRESHSALMON,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546545694_1.jpg?v=1663051257,,KIDS WEAR,JUNIOR GIRLS WEAR,JR GIRLS T-SHIRTS,Orange,85.00,551.0,169.0,girls-orange-cotton-graphic-t-shirt-jggg46afreshsalmon-orange
484,19011932,MHT00053LAVENDERBLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/MHT00053LAVENDERBLUE_1.jpg?v=1684332861,Men's Purple Cotton Solid T-Shirt,Men's T-Shirt,"Boxy Fit, Casual Wear, Cotton, Knit, Machine Wash, Men's, Mens Hs Fashion Tees, Solid, SS23, T-Shirt, Topwear",MENS T-SHIRT,Purple,kg,368.0,415.6666666666667,mens-purple-cotton-solid-t-shirt-mht00053lavenderblue
485,17961637,KSHT124ESURFCALYELLOW,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546317772_1.jpg?v=1693464365,,Girl's Shorts,"8 to 12Yrs, AD, Cotton, GIRL, Girls, Girls Legwear, Girls shorts, Monsoon Special, Regular Fit, Solid, VA",,Surf Cal Yellow,kg,512.0,99.26637795513635,girls-regular-fit-solid-mid-rise-legging-ksht124e
486,18897989,TBS00023DRESSBLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/TBS00023DRESSBLUE_1_fd9c941b-6bac-4f9b-883a-86f6255aa2bf.jpg?v=1683922211,,KIDS WEAR,TWEENS BOYS WEAR,TW BOYS LEGWEAR,DRESS BLUE,SS23,204.0,349.0,tween-boys-navy-blue-cotton-solid-shorts-tbs00023dressblue
487,17625430,SN27GREY,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546512573_4.jpg?v=1670242133,Women's Grey Cotton Printed Short Gown,LADIES WEAR,LADIES SLEEPWEAR,LADIES SLEEP TOPWEAR,GREY,AW22,1127.0,699.0,STYLE UNION
488,17618367,DNMB11-TMIDSTONE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/DNMB11-TMIDSTONE_1.jpg?v=1666085572,Boy's Blue Cotton Lycra Solid Jeans,KIDS WEAR,TWEENS BOYS WEAR,TW BOYS LEGWEAR,MID STONE,AW22,889.0,953.3546104125231,STYLE UNION
489,17949324,6239DUSTYROSE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/6239DUSTYROSE_4.jpg?v=1667884253,Women's Brown Gadwal Embellished Kurta,Women's Kurta,"07/11/22, AD, AW Lot5, AW22, Band Neck, Brown, Embellished, Topwear, Women's, Women's Kurta, Woven",,Brown,kg,4.0,899.0,womens-brown-gadwal-embellished-kurta-6239dustyrose
490,17270374,KNTTOP25TEAL,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546453791_1.jpg?v=1663673369,,KIDS WEAR,TWEENS GIRLS WEAR,TW GIRLS T-SHIRTS,TEAL,AW22,455.0,299.0,STYLE UNION
491,16980301,FRCH09LIGHTBLUE,https://cdn.shopify.com/s/files/1/0623/4754/2777/products/8907546389458_1.jpg?v=1660713403,,MENS WEAR,MENS SHIRTS,MENS FORMAL SHIRTS,LIGHT BLUE,SS22,284.0,817.4063760012903,mens-blue-cotton-checkered-shirts-frch09lightblue
